dnaA BU_ATCC8492_00001
transcript:BU_ATCC8492_02218 BU_ATCC8492_02218
transcript:BU_ATCC8492_02219 BU_ATCC8492_02219
transcript:BU_ATCC8492_02220 BU_ATCC8492_02220
transcript:BU_ATCC8492_02221 BU_ATCC8492_02221
transcript:BU_ATCC8492_02222 BU_ATCC8492_02222
transcript:BU_ATCC8492_02223 BU_ATCC8492_02223
eno_1 BU_ATCC8492_02224
mfpA BU_ATCC8492_02225
crcB BU_ATCC8492_02226
transcript:BU_ATCC8492_02227 BU_ATCC8492_02227
transcript:BU_ATCC8492_02228 BU_ATCC8492_02228
susB_1 BU_ATCC8492_02229
transcript:BU_ATCC8492_02230 BU_ATCC8492_02230
transcript:BU_ATCC8492_02231 BU_ATCC8492_02231
purF_1 BU_ATCC8492_02232
pepT BU_ATCC8492_02233
gcvT BU_ATCC8492_02234
bepA_3 BU_ATCC8492_02235
rpmE2 BU_ATCC8492_02236
transcript:BU_ATCC8492_02237 BU_ATCC8492_02237
fda BU_ATCC8492_02238
transcript:BU_ATCC8492_02239 BU_ATCC8492_02239
bepA_4 BU_ATCC8492_02240
gcdB_2 BU_ATCC8492_02241
transcript:BU_ATCC8492_02242 BU_ATCC8492_02242
transcript:BU_ATCC8492_02243 BU_ATCC8492_02243
pccB_1 BU_ATCC8492_02244
transcript:BU_ATCC8492_02245 BU_ATCC8492_02245
transcript:BU_ATCC8492_02246 BU_ATCC8492_02246
atoC_2 BU_ATCC8492_02247
sasA_5 BU_ATCC8492_02248
asD BU_ATCC8492_02249
aspT BU_ATCC8492_02250
transcript:BU_ATCC8492_02251 BU_ATCC8492_02251
transcript:BU_ATCC8492_02252 BU_ATCC8492_02252
transcript:BU_ATCC8492_02253 BU_ATCC8492_02253
transcript:BU_ATCC8492_02254 BU_ATCC8492_02254
transcript:BU_ATCC8492_02255 BU_ATCC8492_02255
transcript:BU_ATCC8492_02256 BU_ATCC8492_02256
adh2 BU_ATCC8492_02257
rne BU_ATCC8492_02258
hup_2 BU_ATCC8492_02259
mutY BU_ATCC8492_02260
ssb BU_ATCC8492_02261
transcript:BU_ATCC8492_02262 BU_ATCC8492_02262
transcript:BU_ATCC8492_02263 BU_ATCC8492_02263
tnaA1 BU_ATCC8492_02264
contig_1_ncRNA20 contig_1_ncRNA20
sasA_6 BU_ATCC8492_02265
srrA BU_ATCC8492_02266
transcript:BU_ATCC8492_02267 BU_ATCC8492_02267
transcript:BU_ATCC8492_02268 BU_ATCC8492_02268
transcript:BU_ATCC8492_02269 BU_ATCC8492_02269
transcript:BU_ATCC8492_02270 BU_ATCC8492_02270
transcript:BU_ATCC8492_02271 BU_ATCC8492_02271
ettA_1 BU_ATCC8492_02272
transcript:BU_ATCC8492_02273 BU_ATCC8492_02273
transcript:BU_ATCC8492_02274 BU_ATCC8492_02274
transcript:BU_ATCC8492_02275 BU_ATCC8492_02275
dpp7_2 BU_ATCC8492_02276
dpp7_3 BU_ATCC8492_02277
chuR_2 BU_ATCC8492_02278
transcript:BU_ATCC8492_02279 BU_ATCC8492_02279
transcript:BU_ATCC8492_02280 BU_ATCC8492_02280
cpdA_5 BU_ATCC8492_02281
transcript:BU_ATCC8492_02282 BU_ATCC8492_02282
ylaC BU_ATCC8492_02283
metH_1 BU_ATCC8492_02284
pyrC BU_ATCC8492_02285
ppm1 BU_ATCC8492_02286
mfd BU_ATCC8492_02287
transcript:BU_ATCC8492_02288 BU_ATCC8492_02288
transcript:BU_ATCC8492_02289 BU_ATCC8492_02289
transcript:BU_ATCC8492_02290 BU_ATCC8492_02290
transcript:BU_ATCC8492_02291 BU_ATCC8492_02291
transcript:BU_ATCC8492_02292 BU_ATCC8492_02292
transcript:BU_ATCC8492_02293 BU_ATCC8492_02293
nagB_2 BU_ATCC8492_02294
transcript:BU_ATCC8492_02295 BU_ATCC8492_02295
yafV BU_ATCC8492_02296
transcript:BU_ATCC8492_02297 BU_ATCC8492_02297
transcript:BU_ATCC8492_02298 BU_ATCC8492_02298
mdtA_3 BU_ATCC8492_02299
bepE_6 BU_ATCC8492_02300
oprM_3 BU_ATCC8492_02301
transcript:BU_ATCC8492_02302 BU_ATCC8492_02302
transcript:BU_ATCC8492_02303 BU_ATCC8492_02303
pfp_2 BU_ATCC8492_02304
transcript:BU_ATCC8492_02305 BU_ATCC8492_02305
prmA BU_ATCC8492_02306
transcript:BU_ATCC8492_02307 BU_ATCC8492_02307
transcript:BU_ATCC8492_02308 BU_ATCC8492_02308
transcript:BU_ATCC8492_02309 BU_ATCC8492_02309
transcript:BU_ATCC8492_02310 BU_ATCC8492_02310
transcript:BU_ATCC8492_02311 BU_ATCC8492_02311
transcript:BU_ATCC8492_02312 BU_ATCC8492_02312
rbr3A BU_ATCC8492_02313
perR BU_ATCC8492_02314
nadE BU_ATCC8492_02315
mltF_1 BU_ATCC8492_02316
transcript:BU_ATCC8492_02317 BU_ATCC8492_02317
transcript:BU_ATCC8492_02318 BU_ATCC8492_02318
korB_2 BU_ATCC8492_02319
transcript:BU_ATCC8492_02320 BU_ATCC8492_02320
korA_2 BU_ATCC8492_02321
rsxB_2 BU_ATCC8492_02322
transcript:BU_ATCC8492_02323 BU_ATCC8492_02323
rpiB BU_ATCC8492_02324
tkt BU_ATCC8492_02325
abf2 BU_ATCC8492_02326
xylB_1 BU_ATCC8492_02327
araA BU_ATCC8492_02328
ulaF BU_ATCC8492_02329
transcript:BU_ATCC8492_02330 BU_ATCC8492_02330
sglT BU_ATCC8492_02331
mro_3 BU_ATCC8492_02332
galK BU_ATCC8492_02333
fucP_2 BU_ATCC8492_02334
mro_4 BU_ATCC8492_02335
manA BU_ATCC8492_02336
transcript:BU_ATCC8492_02337 BU_ATCC8492_02337
transcript:BU_ATCC8492_02338 BU_ATCC8492_02338
transcript:BU_ATCC8492_02339 BU_ATCC8492_02339
rhlE BU_ATCC8492_02340
transcript:BU_ATCC8492_02341 BU_ATCC8492_02341
transcript:BU_ATCC8492_02342 BU_ATCC8492_02342
cysQ BU_ATCC8492_02343
transcript:BU_ATCC8492_02344 BU_ATCC8492_02344
cysC BU_ATCC8492_02345
cysD BU_ATCC8492_02346
cysN BU_ATCC8492_02347
transcript:BU_ATCC8492_02348 BU_ATCC8492_02348
transcript:BU_ATCC8492_02349 BU_ATCC8492_02349
transcript:BU_ATCC8492_02350 BU_ATCC8492_02350
transcript:BU_ATCC8492_02351 BU_ATCC8492_02351
transcript:BU_ATCC8492_02352 BU_ATCC8492_02352
transcript:BU_ATCC8492_02353 BU_ATCC8492_02353
xerC_10 BU_ATCC8492_02354
transcript:BU_ATCC8492_02355 BU_ATCC8492_02355
transcript:BU_ATCC8492_02356 BU_ATCC8492_02356
transcript:BU_ATCC8492_02357 BU_ATCC8492_02357
transcript:BU_ATCC8492_02358 BU_ATCC8492_02358
transcript:BU_ATCC8492_02359 BU_ATCC8492_02359
transcript:BU_ATCC8492_02360 BU_ATCC8492_02360
def BU_ATCC8492_02361
bepA_5 BU_ATCC8492_02362
thrS BU_ATCC8492_02363
infC BU_ATCC8492_02364
rpmI BU_ATCC8492_02365
rplT BU_ATCC8492_02366
contig_1_ncRNA9 contig_1_ncRNA9
transcript:BU_ATCC8492_02367 BU_ATCC8492_02367
transcript:BU_ATCC8492_02368 BU_ATCC8492_02368
transcript:BU_ATCC8492_02369 BU_ATCC8492_02369
mltG BU_ATCC8492_02370
tolB_2 BU_ATCC8492_02371
transcript:BU_ATCC8492_02372 BU_ATCC8492_02372
transcript:BU_ATCC8492_02373 BU_ATCC8492_02373
contig_1.tRNA47-ThrCGT contig_1.trna47
pglF_1 BU_ATCC8492_02375
transcript:BU_ATCC8492_02376 BU_ATCC8492_02376
transcript:BU_ATCC8492_02377 BU_ATCC8492_02377
transcript:BU_ATCC8492_02378 BU_ATCC8492_02378
transcript:BU_ATCC8492_02379 BU_ATCC8492_02379
nagC BU_ATCC8492_02380
transcript:BU_ATCC8492_02381 BU_ATCC8492_02381
xylE_1 BU_ATCC8492_02382
ce_2 BU_ATCC8492_02383
transcript:BU_ATCC8492_02384 BU_ATCC8492_02384
transcript:BU_ATCC8492_02385 BU_ATCC8492_02385
transcript:BU_ATCC8492_02386 BU_ATCC8492_02386
transcript:BU_ATCC8492_02387 BU_ATCC8492_02387
transcript:BU_ATCC8492_02388 BU_ATCC8492_02388
transcript:BU_ATCC8492_02389 BU_ATCC8492_02389
dnaJ BU_ATCC8492_02390
grpE BU_ATCC8492_02391
ybiT_1 BU_ATCC8492_02392
transcript:BU_ATCC8492_02393 BU_ATCC8492_02393
transcript:BU_ATCC8492_02394 BU_ATCC8492_02394
yhgF BU_ATCC8492_02395
transcript:BU_ATCC8492_02396 BU_ATCC8492_02396
rcsC_30 BU_ATCC8492_02397
yfkN_2 BU_ATCC8492_02398
transcript:BU_ATCC8492_02399 BU_ATCC8492_02399
btuB_3 BU_ATCC8492_02400
rhaR_3 BU_ATCC8492_02401
mftE BU_ATCC8492_02402
transcript:BU_ATCC8492_02403 BU_ATCC8492_02403
transcript:BU_ATCC8492_02404 BU_ATCC8492_02404
transcript:BU_ATCC8492_02405 BU_ATCC8492_02405
transcript:BU_ATCC8492_02406 BU_ATCC8492_02406
gmd_1 BU_ATCC8492_02407
transcript:BU_ATCC8492_02408 BU_ATCC8492_02408
fcl_1 BU_ATCC8492_02409
mshA_4 BU_ATCC8492_02410
transcript:BU_ATCC8492_02411 BU_ATCC8492_02411
transcript:BU_ATCC8492_02412 BU_ATCC8492_02412
arnC_3 BU_ATCC8492_02413
transcript:BU_ATCC8492_02414 BU_ATCC8492_02414
dapH_2 BU_ATCC8492_02415
transcript:BU_ATCC8492_02416 BU_ATCC8492_02416
transcript:BU_ATCC8492_02417 BU_ATCC8492_02417
transcript:BU_ATCC8492_02418 BU_ATCC8492_02418
wbiB BU_ATCC8492_02419
transcript:BU_ATCC8492_02420 BU_ATCC8492_02420
cysE BU_ATCC8492_02421
transcript:BU_ATCC8492_02422 BU_ATCC8492_02422
transcript:BU_ATCC8492_02423 BU_ATCC8492_02423
transcript:BU_ATCC8492_02424 BU_ATCC8492_02424
transcript:BU_ATCC8492_02425 BU_ATCC8492_02425
ugd BU_ATCC8492_02426
transcript:BU_ATCC8492_02427 BU_ATCC8492_02427
transcript:BU_ATCC8492_02428 BU_ATCC8492_02428
transcript:BU_ATCC8492_02429 BU_ATCC8492_02429
transcript:BU_ATCC8492_02430 BU_ATCC8492_02430
transcript:BU_ATCC8492_02431 BU_ATCC8492_02431
transcript:BU_ATCC8492_02432 BU_ATCC8492_02432
rfaH_2 BU_ATCC8492_02433
transcript:BU_ATCC8492_02434 BU_ATCC8492_02434
transcript:BU_ATCC8492_02435 BU_ATCC8492_02435
wcaJ BU_ATCC8492_02436
transcript:BU_ATCC8492_02437 BU_ATCC8492_02437
transcript:BU_ATCC8492_02438 BU_ATCC8492_02438
yeeO_1 BU_ATCC8492_02439
contig_1.tRNA20-SerGCT contig_1.trna20
contig_1.tRNA21-LysCTT contig_1.trna21
contig_1.tRNA22-GluCTC contig_1.trna22
transcript:BU_ATCC8492_02443 BU_ATCC8492_02443
dedA BU_ATCC8492_02444
transcript:BU_ATCC8492_02445 BU_ATCC8492_02445
transcript:BU_ATCC8492_02446 BU_ATCC8492_02446
aspT_3 BU_ATCC8492_02447
transcript:BU_ATCC8492_02448 BU_ATCC8492_02448
fbp BU_ATCC8492_02449
transcript:BU_ATCC8492_02450 BU_ATCC8492_02450
atsA_3 BU_ATCC8492_02451
lcfB BU_ATCC8492_02452
transcript:BU_ATCC8492_02453 BU_ATCC8492_02453
fcl_2 BU_ATCC8492_02454
gmd_2 BU_ATCC8492_02455
transcript:BU_ATCC8492_02456 BU_ATCC8492_02456
transcript:BU_ATCC8492_02457 BU_ATCC8492_02457
gnd BU_ATCC8492_02458
zwf BU_ATCC8492_02459
pgl BU_ATCC8492_02460
yhiM BU_ATCC8492_02461
pdxH BU_ATCC8492_02462
transcript:BU_ATCC8492_02463 BU_ATCC8492_02463
btsR_4 BU_ATCC8492_02464
transcript:BU_ATCC8492_02465 BU_ATCC8492_02465
macB_3 BU_ATCC8492_02466
yknY_2 BU_ATCC8492_02467
macA_2 BU_ATCC8492_02468
oprM_4 BU_ATCC8492_02469
transcript:BU_ATCC8492_02470 BU_ATCC8492_02470
cydA BU_ATCC8492_02471
cydB BU_ATCC8492_02472
mtgA BU_ATCC8492_02473
yiaD BU_ATCC8492_02474
mepA_2 BU_ATCC8492_02475
transcript:BU_ATCC8492_02476 BU_ATCC8492_02476
transcript:BU_ATCC8492_02477 BU_ATCC8492_02477
potB BU_ATCC8492_02478
btuD_4 BU_ATCC8492_02479
ydfG BU_ATCC8492_02480
agaA BU_ATCC8492_02481
contig_1.tRNA46-LysTTT contig_1.trna46
ettA_2 BU_ATCC8492_02483
btuB_4 BU_ATCC8492_02484
transcript:BU_ATCC8492_02485 BU_ATCC8492_02485
transcript:BU_ATCC8492_02486 BU_ATCC8492_02486
dbpA_2 BU_ATCC8492_02487
serC BU_ATCC8492_02488
transcript:BU_ATCC8492_02489 BU_ATCC8492_02489
transcript:BU_ATCC8492_02490 BU_ATCC8492_02490
transcript:BU_ATCC8492_02491 BU_ATCC8492_02491
mip BU_ATCC8492_02492
transcript:BU_ATCC8492_02493 BU_ATCC8492_02493
mepA_3 BU_ATCC8492_02494
garK BU_ATCC8492_02495
transcript:BU_ATCC8492_02496 BU_ATCC8492_02496
transcript:BU_ATCC8492_02497 BU_ATCC8492_02497
yigZ BU_ATCC8492_02498
transcript:BU_ATCC8492_02499 BU_ATCC8492_02499
fbiB BU_ATCC8492_02500
transcript:BU_ATCC8492_02501 BU_ATCC8492_02501
transcript:BU_ATCC8492_02502 BU_ATCC8492_02502
ytrA_2 BU_ATCC8492_02503
transcript:BU_ATCC8492_02504 BU_ATCC8492_02504
btuD_5 BU_ATCC8492_02505
transcript:BU_ATCC8492_02506 BU_ATCC8492_02506
gcvP BU_ATCC8492_02507
gloC BU_ATCC8492_02508
rsmG BU_ATCC8492_02509
transcript:BU_ATCC8492_02510 BU_ATCC8492_02510
btuB_5 BU_ATCC8492_02511
transcript:BU_ATCC8492_02512 BU_ATCC8492_02512
kdpB_2 BU_ATCC8492_02513
rhaS_8 BU_ATCC8492_02514
lipB BU_ATCC8492_02515
acpH BU_ATCC8492_02516
transcript:BU_ATCC8492_02517 BU_ATCC8492_02517
transcript:BU_ATCC8492_02518 BU_ATCC8492_02518
transcript:BU_ATCC8492_02519 BU_ATCC8492_02519
rfaH_3 BU_ATCC8492_02520
transcript:BU_ATCC8492_02521 BU_ATCC8492_02521
pglF_2 BU_ATCC8492_02522
epsN_1 BU_ATCC8492_02523
pglD BU_ATCC8492_02524
transcript:BU_ATCC8492_02525 BU_ATCC8492_02525
neuB BU_ATCC8492_02526
neuA BU_ATCC8492_02527
transcript:BU_ATCC8492_02528 BU_ATCC8492_02528
transcript:BU_ATCC8492_02529 BU_ATCC8492_02529
cugP BU_ATCC8492_02530
transcript:BU_ATCC8492_02531 BU_ATCC8492_02531
transcript:BU_ATCC8492_02532 BU_ATCC8492_02532
transcript:BU_ATCC8492_02533 BU_ATCC8492_02533
dapH_3 BU_ATCC8492_02534
transcript:BU_ATCC8492_02535 BU_ATCC8492_02535
transcript:BU_ATCC8492_02536 BU_ATCC8492_02536
transcript:BU_ATCC8492_02537 BU_ATCC8492_02537
wecB_2 BU_ATCC8492_02538
wecC_2 BU_ATCC8492_02539
transcript:BU_ATCC8492_02540 BU_ATCC8492_02540
mshA_5 BU_ATCC8492_02541
transcript:BU_ATCC8492_02542 BU_ATCC8492_02542
gmd_3 BU_ATCC8492_02543
fcl_3 BU_ATCC8492_02544
transcript:BU_ATCC8492_02545 BU_ATCC8492_02545
transcript:BU_ATCC8492_02546 BU_ATCC8492_02546
transcript:BU_ATCC8492_02547 BU_ATCC8492_02547
rfbB_1 BU_ATCC8492_02548
tagO_2 BU_ATCC8492_02549
transcript:BU_ATCC8492_02550 BU_ATCC8492_02550
transcript:BU_ATCC8492_02551 BU_ATCC8492_02551
pheT BU_ATCC8492_02552
transcript:BU_ATCC8492_02553 BU_ATCC8492_02553
transcript:BU_ATCC8492_02554 BU_ATCC8492_02554
mntH BU_ATCC8492_02555
exoA BU_ATCC8492_02556
transcript:BU_ATCC8492_02557 BU_ATCC8492_02557
transcript:BU_ATCC8492_02558 BU_ATCC8492_02558
lepA BU_ATCC8492_02559
nhaA BU_ATCC8492_02560
rcsC_31 BU_ATCC8492_02561
transcript:BU_ATCC8492_02562 BU_ATCC8492_02562
transcript:BU_ATCC8492_02563 BU_ATCC8492_02563
hpr BU_ATCC8492_02564
rarA BU_ATCC8492_02565
transcript:BU_ATCC8492_02566 BU_ATCC8492_02566
wbpI_2 BU_ATCC8492_02567
transcript:BU_ATCC8492_02568 BU_ATCC8492_02568
transcript:BU_ATCC8492_02569 BU_ATCC8492_02569
ecfG BU_ATCC8492_02570
transcript:BU_ATCC8492_02571 BU_ATCC8492_02571
rcsC_32 BU_ATCC8492_02572
pgaC BU_ATCC8492_02573
transcript:BU_ATCC8492_02574 BU_ATCC8492_02574
pepE BU_ATCC8492_02575
nqrA BU_ATCC8492_02576
nqrB BU_ATCC8492_02577
nqrC BU_ATCC8492_02578
nqrD BU_ATCC8492_02579
nqrE BU_ATCC8492_02580
nqrF BU_ATCC8492_02581
transcript:BU_ATCC8492_02582 BU_ATCC8492_02582
map_2 BU_ATCC8492_02583
transcript:BU_ATCC8492_02584 BU_ATCC8492_02584
sbcD BU_ATCC8492_02585
transcript:BU_ATCC8492_02586 BU_ATCC8492_02586
transcript:BU_ATCC8492_02587 BU_ATCC8492_02587
transcript:BU_ATCC8492_02588 BU_ATCC8492_02588
lacX BU_ATCC8492_02589
araJ BU_ATCC8492_02590
transcript:BU_ATCC8492_02591 BU_ATCC8492_02591
transcript:BU_ATCC8492_02592 BU_ATCC8492_02592
rluD_2 BU_ATCC8492_02593
rlmCD BU_ATCC8492_02594
ppdK BU_ATCC8492_02595
rcsC_33 BU_ATCC8492_02596
thiE_1 BU_ATCC8492_02597
sodB BU_ATCC8492_02598
pcrA BU_ATCC8492_02599
nspC BU_ATCC8492_02600
contig_1.tRNA23-GlyGCC contig_1.trna23
contig_1.tRNA24-LeuCAG contig_1.trna24
contig_1.tRNA25-LeuGAG contig_1.trna25
contig_1.tRNA26-GlyGCC contig_1.trna26
contig_1.tRNA27-LeuCAG contig_1.trna27
contig_1.tRNA28-GlyGCC contig_1.trna28
transcript:BU_ATCC8492_02607 BU_ATCC8492_02607
engB BU_ATCC8492_02608
recR BU_ATCC8492_02609
transcript:BU_ATCC8492_02610 BU_ATCC8492_02610
speG BU_ATCC8492_02611
transcript:BU_ATCC8492_02612 BU_ATCC8492_02612
transcript:BU_ATCC8492_02613 BU_ATCC8492_02613
transcript:BU_ATCC8492_02614 BU_ATCC8492_02614
dapL_2 BU_ATCC8492_02615
contig_1.tRNA29-AspGTC contig_1.trna29
xerC_11 BU_ATCC8492_02617
transcript:BU_ATCC8492_02618 BU_ATCC8492_02618
transcript:BU_ATCC8492_02619 BU_ATCC8492_02619
transcript:BU_ATCC8492_02620 BU_ATCC8492_02620
transcript:BU_ATCC8492_02621 BU_ATCC8492_02621
transcript:BU_ATCC8492_02622 BU_ATCC8492_02622
transcript:BU_ATCC8492_02623 BU_ATCC8492_02623
transcript:BU_ATCC8492_02624 BU_ATCC8492_02624
transcript:BU_ATCC8492_02625 BU_ATCC8492_02625
transcript:BU_ATCC8492_02626 BU_ATCC8492_02626
transcript:BU_ATCC8492_02627 BU_ATCC8492_02627
transcript:BU_ATCC8492_02628 BU_ATCC8492_02628
transcript:BU_ATCC8492_02629 BU_ATCC8492_02629
transcript:BU_ATCC8492_02630 BU_ATCC8492_02630
transcript:BU_ATCC8492_02631 BU_ATCC8492_02631
transcript:BU_ATCC8492_02632 BU_ATCC8492_02632
transcript:BU_ATCC8492_02633 BU_ATCC8492_02633
transcript:BU_ATCC8492_02634 BU_ATCC8492_02634
transcript:BU_ATCC8492_02635 BU_ATCC8492_02635
transcript:BU_ATCC8492_02636 BU_ATCC8492_02636
transcript:BU_ATCC8492_02637 BU_ATCC8492_02637
transcript:BU_ATCC8492_02638 BU_ATCC8492_02638
transcript:BU_ATCC8492_02639 BU_ATCC8492_02639
transcript:BU_ATCC8492_02640 BU_ATCC8492_02640
transcript:BU_ATCC8492_02641 BU_ATCC8492_02641
transcript:BU_ATCC8492_02642 BU_ATCC8492_02642
transcript:BU_ATCC8492_02643 BU_ATCC8492_02643
transcript:BU_ATCC8492_02644 BU_ATCC8492_02644
transcript:BU_ATCC8492_02645 BU_ATCC8492_02645
transcript:BU_ATCC8492_02646 BU_ATCC8492_02646
transcript:BU_ATCC8492_02647 BU_ATCC8492_02647
transcript:BU_ATCC8492_02648 BU_ATCC8492_02648
transcript:BU_ATCC8492_02649 BU_ATCC8492_02649
transcript:BU_ATCC8492_02650 BU_ATCC8492_02650
transcript:BU_ATCC8492_02651 BU_ATCC8492_02651
transcript:BU_ATCC8492_02652 BU_ATCC8492_02652
transcript:BU_ATCC8492_02653 BU_ATCC8492_02653
fim1C_3 BU_ATCC8492_02654
fim1C_4 BU_ATCC8492_02655
transcript:BU_ATCC8492_02656 BU_ATCC8492_02656
transcript:BU_ATCC8492_02657 BU_ATCC8492_02657
rhaR_4 BU_ATCC8492_02658
transcript:BU_ATCC8492_02659 BU_ATCC8492_02659
topB_4 BU_ATCC8492_02660
transcript:BU_ATCC8492_02661 BU_ATCC8492_02661
transcript:BU_ATCC8492_02662 BU_ATCC8492_02662
transcript:BU_ATCC8492_02663 BU_ATCC8492_02663
recF_2 BU_ATCC8492_02664
rep_2 BU_ATCC8492_02665
transcript:BU_ATCC8492_02666 BU_ATCC8492_02666
transcript:BU_ATCC8492_02667 BU_ATCC8492_02667
transcript:BU_ATCC8492_02668 BU_ATCC8492_02668
transcript:BU_ATCC8492_02669 BU_ATCC8492_02669
transcript:BU_ATCC8492_02670 BU_ATCC8492_02670
transcript:BU_ATCC8492_02671 BU_ATCC8492_02671
transcript:BU_ATCC8492_02672 BU_ATCC8492_02672
transcript:BU_ATCC8492_02673 BU_ATCC8492_02673
transcript:BU_ATCC8492_02674 BU_ATCC8492_02674
transcript:BU_ATCC8492_02675 BU_ATCC8492_02675
transcript:BU_ATCC8492_02676 BU_ATCC8492_02676
maa BU_ATCC8492_02677
transcript:BU_ATCC8492_02678 BU_ATCC8492_02678
yeeO_2 BU_ATCC8492_02679
patB_2 BU_ATCC8492_02680
transcript:BU_ATCC8492_02681 BU_ATCC8492_02681
rhaR_5 BU_ATCC8492_02682
fucP_3 BU_ATCC8492_02683
srpC_2 BU_ATCC8492_02684
transcript:BU_ATCC8492_02685 BU_ATCC8492_02685
transcript:BU_ATCC8492_02686 BU_ATCC8492_02686
transcript:BU_ATCC8492_02687 BU_ATCC8492_02687
ybdM BU_ATCC8492_02688
galE1 BU_ATCC8492_02689
sasA_7 BU_ATCC8492_02690
transcript:BU_ATCC8492_02691 BU_ATCC8492_02691
recB BU_ATCC8492_02692
cbh BU_ATCC8492_02693
uvrB BU_ATCC8492_02694
transcript:BU_ATCC8492_02695 BU_ATCC8492_02695
transcript:BU_ATCC8492_02696 BU_ATCC8492_02696
bamD BU_ATCC8492_02697
transcript:BU_ATCC8492_02698 BU_ATCC8492_02698
transcript:BU_ATCC8492_02699 BU_ATCC8492_02699
transcript:BU_ATCC8492_02700 BU_ATCC8492_02700
transcript:BU_ATCC8492_02701 BU_ATCC8492_02701
uvrA_2 BU_ATCC8492_02702
ybaK BU_ATCC8492_02703
dtpT_2 BU_ATCC8492_02704
paiA BU_ATCC8492_02705
rsxB_3 BU_ATCC8492_02706
transcript:BU_ATCC8492_02707 BU_ATCC8492_02707
bioB BU_ATCC8492_02708
hydF BU_ATCC8492_02709
transcript:BU_ATCC8492_02710 BU_ATCC8492_02710
transcript:BU_ATCC8492_02711 BU_ATCC8492_02711
rfaH_4 BU_ATCC8492_02712
transcript:BU_ATCC8492_02713 BU_ATCC8492_02713
pseB BU_ATCC8492_02714
pseC BU_ATCC8492_02715
pseF BU_ATCC8492_02716
pseG BU_ATCC8492_02717
transcript:BU_ATCC8492_02718 BU_ATCC8492_02718
purT_1 BU_ATCC8492_02719
pseI BU_ATCC8492_02720
transcript:BU_ATCC8492_02721 BU_ATCC8492_02721
transcript:BU_ATCC8492_02722 BU_ATCC8492_02722
transcript:BU_ATCC8492_02723 BU_ATCC8492_02723
transcript:BU_ATCC8492_02724 BU_ATCC8492_02724
transcript:BU_ATCC8492_02725 BU_ATCC8492_02725
transcript:BU_ATCC8492_02726 BU_ATCC8492_02726
transcript:BU_ATCC8492_02727 BU_ATCC8492_02727
transcript:BU_ATCC8492_02728 BU_ATCC8492_02728
transcript:BU_ATCC8492_02729 BU_ATCC8492_02729
prpB BU_ATCC8492_02730
iolD BU_ATCC8492_02731
transcript:BU_ATCC8492_02732 BU_ATCC8492_02732
rfbB_2 BU_ATCC8492_02733
transcript:BU_ATCC8492_02734 BU_ATCC8492_02734
transcript:BU_ATCC8492_02735 BU_ATCC8492_02735
transcript:BU_ATCC8492_02736 BU_ATCC8492_02736
transcript:BU_ATCC8492_02737 BU_ATCC8492_02737
transcript:BU_ATCC8492_02738 BU_ATCC8492_02738
transcript:BU_ATCC8492_02739 BU_ATCC8492_02739
iolU BU_ATCC8492_02740
transcript:BU_ATCC8492_02741 BU_ATCC8492_02741
transcript:BU_ATCC8492_02742 BU_ATCC8492_02742
rfbX_1 BU_ATCC8492_02743
transcript:BU_ATCC8492_02744 BU_ATCC8492_02744
transcript:BU_ATCC8492_02745 BU_ATCC8492_02745
wbbD_1 BU_ATCC8492_02746
hldD BU_ATCC8492_02747
wecA_1 BU_ATCC8492_02748
transcript:BU_ATCC8492_02749 BU_ATCC8492_02749
transcript:BU_ATCC8492_02750 BU_ATCC8492_02750
transcript:BU_ATCC8492_02751 BU_ATCC8492_02751
lacZ_12 BU_ATCC8492_02752
transcript:BU_ATCC8492_02753 BU_ATCC8492_02753
transcript:BU_ATCC8492_02754 BU_ATCC8492_02754
transcript:BU_ATCC8492_02755 BU_ATCC8492_02755
cobI BU_ATCC8492_02756
transcript:BU_ATCC8492_02757 BU_ATCC8492_02757
rclC BU_ATCC8492_02758
rclA_1 BU_ATCC8492_02759
transcript:BU_ATCC8492_02760 BU_ATCC8492_02760
hmuU_1 BU_ATCC8492_02761
btuD_6 BU_ATCC8492_02762
mepA_4 BU_ATCC8492_02763
yxeI BU_ATCC8492_02764
transcript:BU_ATCC8492_02765 BU_ATCC8492_02765
cbiD BU_ATCC8492_02766
cobM BU_ATCC8492_02767
cbiET BU_ATCC8492_02768
cobJ BU_ATCC8492_02769
rhaR_6 BU_ATCC8492_02770
cbiK_1 BU_ATCC8492_02771
btuB_6 BU_ATCC8492_02772
transcript:BU_ATCC8492_02773 BU_ATCC8492_02773
transcript:BU_ATCC8492_02774 BU_ATCC8492_02774
transcript:BU_ATCC8492_02775 BU_ATCC8492_02775
transcript:BU_ATCC8492_02776 BU_ATCC8492_02776
transcript:BU_ATCC8492_02777 BU_ATCC8492_02777
cbiK_2 BU_ATCC8492_02778
transcript:BU_ATCC8492_02779 BU_ATCC8492_02779
btuB_7 BU_ATCC8492_02780
contig_1_ncRNA22 contig_1_ncRNA22
contig_1_ncRNA21 contig_1_ncRNA21
accC BU_ATCC8492_02781
transcript:BU_ATCC8492_02782 BU_ATCC8492_02782
pccB_2 BU_ATCC8492_02783
aspT_4 BU_ATCC8492_02784
murU BU_ATCC8492_02785
rapZ BU_ATCC8492_02786
cbiA BU_ATCC8492_02787
transcript:BU_ATCC8492_02788 BU_ATCC8492_02788
